product_name,gender,color,sleeve_type,material,combo_item,price,no._of_sells,no._of_review,location,product_link,product_id,sku,discount,price_band,discount_band,sales_per_review
Manfare'S Premium Quality Combed Cotton T-Shirt I Mf-500,Unknown,Unknown,Unknown,Cotton,Unknown,427,187,46,Dhaka,www.daraz.com.bd/products/manfares-i-mf-500-i316546570.html,316546570,316546570_BD-1432754774,22.0,Premium,Low,3.978723404255319
Half Sleeve Chinese Printed Microfibre Tshirts for Women and girls,Female,Unknown,Half Sleeve,Unknown,Unknown,99,649,57,Dhaka,www.daraz.com.bd/products/-i320132083.html,320132083,320132083_BD-1477975693,51.0,Low,High,11.189655172413794
Exclusive High Quality T-shirt & 2 Quarter Pants For Man,Male,Unknown,Unknown,Unknown,Unknown,247,83,6,Dhaka,www.daraz.com.bd/products/2-i337925703.html,337925703,337925703_BD-1649928727,29.0,High,Low,11.857142857142858
Premium Quality Soft & Comfortable Mash Fabric Full Sleeve T-Shirt for Men,Male,Unknown,Full Sleeve,Unknown,Unknown,309,1500,151,Rajshahi,www.daraz.com.bd/products/-i326437933.html,326437933,326437933_BD-1574364691,64.0,Premium,Very High,9.868421052631579
White Poly-Cotton Full  Sleeve T Shirt For Men,Male,White,Unknown,Cotton,Unknown,198,128,20,Dhaka,www.daraz.com.bd/products/-i324583414.html,324583414,324583414_BD-1553397011,62.0,High,Very High,6.095238095238095
Cotton Sleeveless T Shirt for Men - Black,Male,Black,Unknown,Cotton,Unknown,189,754,104,Dhaka,www.daraz.com.bd/products/-i226025693.html,226025693,226025693_BD-1170803879,58.0,High,Very High,7.180952380952381
White Printed Exclusive Summer Combo T-Shirt & Pant - T-Shirt - T Shirt For Man - T Shirt - T Shirt For Man,Male,White,Unknown,Unknown,Combo,299,562,48,Dhaka,www.daraz.com.bd/products/white-printed-exclusive-summer-combo-t-shirt-pant-t-shirt-t-shirt-for-man-t-shirt-t-shirt-for-man-i202440666.html,202440666,202440666_BD-1150036726,40.0,Premium,Medium,11.46938775510204
Maroon Synthetic Full Sleeve Round Neck Casual T-Shirt For Men - Comfortable and Stylish Wear,Male,Unknown,Full Sleeve,Unknown,Unknown,220,506,34,Dhaka,www.daraz.com.bd/products/maroon-synthetic-full-sleeve-round-neck-casual-t-shirt-for-men-comfortable-and-stylish-wear-i164126839.html,164126839,164126839_BD-1166428469,56.0,High,High,14.457142857142857
Stylish Premium T-Shirt For Men - soft and comfortable wear,Male,Unknown,Unknown,Unknown,Unknown,96,0,1,Dhaka,www.daraz.com.bd/products/-i340383130.html,340383130,340383130_BD-1668078031,49.0,Low,Medium,0.0
"Anime T-shirt, Naruto, Akasuki  T-shirt, logo on side , Jersey fabric mix t- shirt, regular half sleeve",Unknown,Unknown,Half Sleeve,Unknown,Unknown,124,685,83,Dhaka,www.daraz.com.bd/products/naruto-akasuki-i323941454.html,323941454,323941454_BD-1546645179,38.0,Medium,Low,8.154761904761905
Printed Half Sleeve Men's T-Shirt & Full Pant Set - Fashionable Men's Lounge Wear,Unknown,Unknown,Half Sleeve,Unknown,Unknown,513,2200,195,Dhaka,www.daraz.com.bd/products/-i313670937.html,313670937,313670937_BD-1463947089,55.0,Premium,High,11.224489795918368
single  Premium Quality - stylish new T Shirt - Casual T Shirt For Men // T Shirt,Male,Unknown,Unknown,Unknown,Unknown,96,8,0,Dhaka,www.daraz.com.bd/products/-i345866234.html,345866234,345866234_BD-1692365764,46.0,Low,Medium,8.0
MEN'S COTTON T-SHIRT  ASHES DANGER,Unknown,Unknown,Unknown,Cotton,Unknown,341,78,7,Dhaka,www.daraz.com.bd/products/-i324338171.html,324338171,324338171_BD-1552420876,30.0,Premium,Low,9.75
Stylish Premium Quality Men's Multicolor Sports  T-shirt,Unknown,Multicolor,Unknown,Unknown,Unknown,348,558,105,Chattogram,www.daraz.com.bd/products/-i219386526.html,219386526,219386526_BD-1354789037,65.0,Premium,Very High,5.264150943396227
Best Quality Casual T-shirt's for men,Male,Unknown,Unknown,Unknown,Unknown,89,21,4,Dhaka,www.daraz.com.bd/products/-i323507145.html,323507145,323507145_BD-1541191423,56.0,Low,High,4.2
Trendsetter -Upscale Living -New T shirt -Febric soft and comfortable to wear - T Shirt,Unknown,Unknown,Unknown,Unknown,Unknown,96,7,1,Dhaka,www.daraz.com.bd/products/-i343768995.html,343768995,343768995_BD-1676991379,51.0,Low,High,3.5
Premium Plain T-Shirt for Man,Male,Unknown,Unknown,Unknown,Unknown,86,37,2,Dhaka,www.daraz.com.bd/products/-i248762586.html,248762586,248762586_BD-1195025226,52.0,Low,High,12.333333333333334
science New Desing Soft & Comfortable T-shirt For Men-T-shirt,Unknown,Unknown,Unknown,Unknown,Unknown,96,5,2,Dhaka,www.daraz.com.bd/products/-i405156468.html,405156468,405156468_BD-2008800608,52.0,Low,High,1.6666666666666667
Halfsleeve Chines microfibre jercy thin printed tshirt for women and girls,Female,Unknown,Unknown,Unknown,Unknown,98,2400,195,Dhaka,www.daraz.com.bd/products/-i328781220.html,328781220,328781220_BD-1603954341,61.0,Low,Very High,12.244897959183673
Islamic Casual T-Shirt for Men - Modest Fashion with a Contemporary Twist - Perfect for Daily Wear,Male,Unknown,Unknown,Unknown,Unknown,88,342,27,Dhaka,www.daraz.com.bd/products/islamic-casual-t-shirt-for-men-modest-fashion-with-a-contemporary-twist-perfect-for-daily-wear-i275022462.html,275022462,275022462_BD-1252261124,65.0,Low,Very High,12.214285714285714
Mens New VL Fashionable New Desing Digital printed T-shirt For Men,Male,Unknown,Unknown,Unknown,Unknown,89,82,7,Dhaka,www.daraz.com.bd/products/-i342695292.html,342695292,342695292_BD-1672488522,55.0,Low,High,10.25
Black Printed Exclusive Summer Combo T-Shirt & Pant,Unknown,Black,Unknown,Unknown,Combo,298,8900,765,Dhaka,www.daraz.com.bd/products/-i202234624.html,202234624,202234624_BD-1149839279,0.0,Premium,Low,11.618798955613578
Splendid Trendsetter -Upscale Living -New Fashion Ladies Short Sleeve T-Shirt High Quality- Black Kitty- Inventive Choice,Female,Black,Short Sleeve,Unknown,Unknown,180,204,40,Dhaka,www.daraz.com.bd/products/splendid-trendsetter-upscale-living-new-fashion-ladies-short-sleeve-t-shirt-high-quality-black-kitty-inventive-choice-i314170931.html,314170931,314170931_BD-1410553028,60.0,High,Very High,4.975609756097561
Always Smile Half Sleeve T Shirt For Man/ T Shirt For Men/ New T Shirt,Unknown,Unknown,Half Sleeve,Unknown,Unknown,92,8,0,Dhaka,www.daraz.com.bd/products/-i280392093.html,280392093,280392093_BD-1266386572,54.0,Low,High,8.0
Full Sleeve T-Shirt for Men - Very Comfortable to Wear for All Seasons,Male,Unknown,Full Sleeve,Unknown,Unknown,325,1500,278,Dhaka,www.daraz.com.bd/products/-i209757680.html,209757680,209757680_BD-1160045700,62.0,Premium,Very High,5.376344086021505
Cotton Short Sleeves T-Shirt For Women - T Shirt For Women,Female,Unknown,Short Sleeve,Cotton,Unknown,255,1900,335,Dhaka,www.daraz.com.bd/products/-i133216575.html,133216575,133216575_BD-1054796255,65.0,High,Very High,5.654761904761905
Splendid Indispensable -Quality And Durablity -Drop Shoulder Premium Half Sleeve T-Shirt For Men - Polo T Shirt- Innovative,Male,Unknown,Half Sleeve,Unknown,Unknown,199,1400,122,Dhaka,www.daraz.com.bd/products/splendid-indispensable-quality-and-durablity-drop-shoulder-premium-half-sleeve-t-shirt-for-men-polo-t-shirt-innovative-i307712761.html,307712761,307712761_BD-1380535067,60.0,High,Very High,11.382113821138212
Cocacola Export Quality T-Shirt Fabric Soft And Comfortable,Unknown,Unknown,Unknown,Unknown,Unknown,300,60,8,Dhaka,www.daraz.com.bd/products/cocacola-export-quality-t-shirt-fabric-soft-and-comfortable-i291472308.html,291472308,291472308_BD-1549912856,0.0,Premium,Low,6.666666666666667
Premium Quality - New T shirt -Febric soft and comfortable to wear - T Shirt - T Shirt For Man - Couture - High-end - Iconic Style,Male,Unknown,Unknown,Unknown,Unknown,99,13,4,Dhaka,www.daraz.com.bd/products/-i384129470.html,384129470,384129470_BD-1921771637,50.0,Low,Medium,2.6
Custom Experience - yellow Brand New Model Tshirt For Men In Bangladesh - T Shirt For Man - Couture - High-end - Designed - Urban Vibes,Male,Yellow,Unknown,Unknown,Unknown,96,9,3,Dhaka,www.daraz.com.bd/products/-i339057675.html,339057675,339057675_BD-1660637540,52.0,Low,High,2.25
Elevate Your Style with Black Cotton Combo T-Shirt & Pant Set for Men - Stylish T-Shirt and 2 Quarter Pant Ensemble,Male,Black,Unknown,Cotton,Combo,244,970,58,Dhaka,www.daraz.com.bd/products/elevate-your-style-with-black-cotton-combo-t-shirt-pant-set-for-men-stylish-t-shirt-and-2-quarter-pant-ensemble-i301090902.html,301090902,301090902_BD-1337856827,39.0,High,Medium,16.440677966101696
Step into Simplicity with Texpark Solid T-Shirt - A Classic Choice for All Seasons - Offering Timeless Style and Comfort,Unknown,Unknown,Unknown,Unknown,Unknown,90,12,1,Dhaka,www.daraz.com.bd/products/-i363804028.html,363804028,363804028_BD-1798887840,64.0,Low,Very High,6.0
Quicksilver Cotton Long Sleeve T-shirt  for Men,Male,Unknown,Unknown,Cotton,Unknown,195,13600,1185,Dhaka,www.daraz.com.bd/products/quicksilver-cotton-long-sleeve-t-shirt-for-men-i162838691.html,162838691,162838691_BD-1641420624,51.0,High,High,11.467116357504215
Ami Amar moto Buy Men's T-shirts Online at Bangladesh's Best Fashion Store,Unknown,Unknown,Unknown,Unknown,Unknown,99,5,3,Dhaka,www.daraz.com.bd/products/ami-amar-moto-i406514194.html,406514194,406514194_BD-2016354495,50.0,Low,Medium,1.25
Fashion Tops Ladies Short Sleeve Casual Girl's Print Cotton&Polyester new T-Shirt For women,Female,Unknown,Short Sleeve,Cotton & Polyester,Unknown,112,640,74,Dhaka,www.daraz.com.bd/products/-i311197883.html,311197883,311197883_BD-1396358449,63.0,Medium,Very High,8.533333333333333
Top Trendy Fashion 2023 New Jersi High Quality Half Sleeve T-Shirt For Men,Male,Unknown,Half Sleeve,Unknown,Unknown,160,95,14,Dhaka,www.daraz.com.bd/products/2023-i313519638.html,313519638,313519638_BD-1405628711,71.0,Medium,Very High,6.333333333333333
Minimalist Elegance Small Hand Black T-shirt- Durable and Easy to Maintain - Shirt by Icon Fashion BDElevate Your Everyday Style,Unknown,Black,Unknown,Unknown,Unknown,190,6500,846,Dhaka,www.daraz.com.bd/products/minimalist-elegance-small-hand-black-t-shirt-durable-and-easy-to-maintain-shirt-by-icon-fashion-bdelevate-your-everyday-style-i171082256.html,171082256,171082256_BD-1135218165,46.0,High,Medium,7.674144037780401
T-SHIRT FOR MEN,Male,Unknown,Unknown,Unknown,Unknown,96,76,7,Dhaka,www.daraz.com.bd/products/-i361180408.html,361180408,361180408_BD-1783975259,52.0,Low,High,9.5
Combo Pack - of 6 Short Sleeve -Indispensable -Quality And Durablity - Casual T-Shirt For Men - Innovative Qualityful - Easy To care and Longive,Male,Unknown,Short Sleeve,Unknown,Combo,450,170,27,Dhaka,www.daraz.com.bd/products/6-i342874326.html,342874326,342874326_BD-2119123171,36.0,Premium,Low,6.071428571428571
Black Full Sleeve Cotton T Shirt For Men - T Shirt For Man - T Shirt,Male,Black,Full Sleeve,Cotton,Unknown,213,311,38,Dhaka,www.daraz.com.bd/products/black-full-sleeve-cotton-t-shirt-for-men-t-shirt-for-man-t-shirt-i275180314.html,275180314,275180314_BD-1252682534,57.0,High,High,7.9743589743589745
Bangladesh Patriotic T-Shirt - T Shirt For Man - T Shirt  - T Sirt,Male,Unknown,Unknown,Unknown,Unknown,271,28,5,Dhaka,www.daraz.com.bd/products/bangladesh-patriotic-t-shirt-t-shirt-for-man-t-shirt-t-sirt-i140028160.html,140028160,140028160_BD-1063354692,51.0,High,High,4.666666666666667
Leebas Cotton Graphic Halfsleeve Tshirt for Men -MB57  - T Shirt For Man,Male,Unknown,Unknown,Cotton,Unknown,295,1800,305,Dhaka,www.daraz.com.bd/products/leebas-cotton-graphic-halfsleeve-tshirt-for-men-mb57-t-shirt-for-man-i183479573.html,183479573,183479573_BD-1127837613,30.0,Premium,Low,5.882352941176471
Black Printed Summer Combo T-Shirt & Pant for Men - T Shirt - Experience Comfort - Round Neck - Perfect Casual Wear - All Season,Male,Black,Unknown,Unknown,Combo,299,436,35,Dhaka,www.daraz.com.bd/products/-i302769048.html,302769048,302769048_BD-1347513582,29.0,Premium,Low,12.11111111111111
Best Quality Casual T-shirt's for men,Male,Unknown,Unknown,Unknown,Unknown,89,15,1,Dhaka,www.daraz.com.bd/products/-i323497106.html,323497106,323497106_BD-1541164532,56.0,Low,High,7.5
Mood OFF Printed T-Shirt for Men - Express Your Feelings with Casual Comfort,Male,Unknown,Unknown,Unknown,Unknown,99,720,59,Dhaka,www.daraz.com.bd/products/mood-off-printed-t-shirt-for-men-express-your-feelings-with-casual-comfort-i315440617.html,315440617,315440617_BD-1425565170,50.0,Low,Medium,12.0
Tshirt dizin top tee New Exclusive Short Sleeve Tshirt For Men Buy Online At Best Prices In Bangladesh - Genji,Male,Unknown,Short Sleeve,Unknown,Unknown,96,35,7,Dhaka,www.daraz.com.bd/products/-i406375450.html,406375450,406375450_BD-2016200443,52.0,Low,High,4.375
Comfortable casual T-shirt for men,Male,Unknown,Unknown,Unknown,Unknown,115,23,2,Dhaka,www.daraz.com.bd/products/-i342822618.html,342822618,342822618_BD-1672756890,45.0,Medium,Medium,7.666666666666667
Solid Colour T-Shirt For Man,Male,Unknown,Unknown,Unknown,Unknown,148,69,10,Dhaka,www.daraz.com.bd/products/-i367024508.html,367024508,367024508_BD-1829432170,41.0,Medium,Medium,6.2727272727272725
New Stylish Casual T-Shirt for men,Male,Unknown,Unknown,Unknown,Unknown,95,126,10,Dhaka,www.daraz.com.bd/products/-i342650643.html,342650643,342650643_BD-1672449714,52.0,Low,High,11.454545454545455
CM Punk Exclusive WWE Black Cotton T-shirt For Men,Male,Black,Unknown,Cotton,Unknown,258,35,7,Khulna,www.daraz.com.bd/products/cm-punk-exclusive-wwe-black-cotton-t-shirt-for-men-i336583376.html,336583376,336583376_BD-1639206257,19.0,High,Low,4.375
White Printed Exclusive Summer Combo T-Shirt & Pant - Genji - T Shirt For Man - T Shirt For Man - T Shirt For Man - T Shirt,Male,White,Unknown,Unknown,Combo,225,2400,274,Dhaka,www.daraz.com.bd/products/white-printed-exclusive-summer-combo-t-shirt-pant-genji-t-shirt-for-man-t-shirt-for-man-t-shirt-for-man-t-shirt-i192043710.html,192043710,192043710_BD-1138897170,59.0,High,Very High,8.727272727272727
Antik Mahmud Inverse Tshirt Black and White,Unknown,Black,Unknown,Unknown,Unknown,562,72,15,Dhaka,www.daraz.com.bd/products/-i326994801.html,326994801,326994801_BD-1588769363,6.0,Premium,Low,4.5
Summer Stylist T-Shirt - Tshirt For Men - T Shirt For Man - T Shirt For Man - T Shirt - T Shirt For Man - T Shirt,Male,Unknown,Unknown,Unknown,Unknown,115,31,2,Dhaka,www.daraz.com.bd/products/-i342867808.html,342867808,342867808_BD-1672829929,42.0,Medium,Medium,10.333333333333334
Multicolor Jp Cotton Short Sleeve T-Shirt For Men,Male,Multicolor,Short Sleeve,Cotton,Unknown,139,763,55,Dhaka,www.daraz.com.bd/products/-i213614400.html,213614400,213614400_BD-1162830565,44.0,Medium,Medium,13.625
Summer Grey Combo Set Half Sleeve T-Shirt & Quarter Pant For Men - T Shirt & Pant For Boys,Male,Grey,Half Sleeve,Unknown,Combo,371,21,2,Dhaka,www.daraz.com.bd/products/-i364104424.html,364104424,364104424_BD-1803277305,38.0,Premium,Low,7.0
shadin Premium Quality - stylish new T Shirt - Casual Exclusive half Sleeve T Shirt For Men - T Shirt,Male,Unknown,Half Sleeve,Unknown,Unknown,92,19,1,Dhaka,www.daraz.com.bd/products/-i412586420.html,412586420,412586420_BD-2040458036,47.0,Low,Medium,9.5
White Cotton Combo T-Shirt & trouser Pant For Man,Male,White,Unknown,Cotton,Combo,383,35,8,Dhaka,www.daraz.com.bd/products/-i346212874.html,346212874,346212874_BD-1694267638,52.0,Premium,High,3.888888888888889
Just Kidding Printed Casual T-Shirt for Men - Showcase Unique Style in Your Casual and Stylish Fashion,Male,Unknown,Unknown,Unknown,Unknown,99,384,19,Dhaka,www.daraz.com.bd/products/-i397375368.html,397375368,397375368_BD-1972079394,45.0,Low,Medium,19.2
Best Quality Casual Smile T-Shirt For Men - T Shirt For Man,Male,Unknown,Unknown,Unknown,Unknown,96,147,19,Dhaka,www.daraz.com.bd/products/-i343510844.html,343510844,343510844_BD-1675197153,52.0,Low,High,7.35
Black T-Shirt And 2 Quarter Pant For Men,Male,Black,Unknown,Unknown,Unknown,257,92,4,Dhaka,www.daraz.com.bd/products/2-i346218353.html,346218353,346218353_BD-1694244800,36.0,High,Low,18.4
Premium Quality Basic Round Neck Special T-Shirt 4 Pcs Combo Pack. - T Shirt For Man - T Shirt For Man - T Shirt For Man,Male,Unknown,Unknown,Unknown,Combo,599,468,91,Rajshahi,www.daraz.com.bd/products/premium-quality-basic-round-neck-special-t-shirt-4-pcs-combo-pack-t-shirt-for-man-t-shirt-for-man-t-shirt-for-man-i220513732.html,220513732,220513732_BD-1353517361,54.0,Premium,High,5.086956521739131
Explore the Exclusive Collection T-Shirt and Full Pant For Men - Perfect Casual Wear Suitable for All Seasons - Offering Comfort and Style in Every Outfit,Male,Unknown,Unknown,Unknown,Unknown,550,413,46,Dhaka,www.daraz.com.bd/products/-i306876555.html,306876555,306876555_BD-1948834040,42.0,Premium,Medium,8.787234042553191
MEN'S COTTON T-SHIRT WEED ROLL,Unknown,Unknown,Unknown,Cotton,Unknown,344,510,38,Dhaka,www.daraz.com.bd/products/-i323025248.html,323025248,323025248_BD-1533042846,28.0,Premium,Low,13.076923076923077
Mood 5 printed CASUAL T Shirt For Men,Male,Unknown,Unknown,Unknown,Unknown,99,453,42,Dhaka,www.daraz.com.bd/products/5-i324218410.html,324218410,324218410_BD-1552120222,34.0,Low,Low,10.534883720930232
Ladies Short Sleeve cotton T-Shirt,Female,Unknown,Short Sleeve,Cotton,Unknown,189,32,5,Dhaka,www.daraz.com.bd/products/-i302185167.html,302185167,302185167_BD-1344049621,24.0,High,Low,5.333333333333333
Half Sleeve Chinese Printed Microfibre Tshirts for Women and girls,Female,Unknown,Half Sleeve,Unknown,Unknown,89,102,8,Dhaka,www.daraz.com.bd/products/-i320176407.html,320176407,320176407_BD-1478574335,56.0,Low,High,11.333333333333334
White  full  Sleeve T Shirt For Men - T Shirt,Male,White,Unknown,Unknown,Unknown,250,7,4,Dhaka,www.daraz.com.bd/products/-i324579713.html,324579713,324579713_BD-1553392193,44.0,High,Medium,1.4
"Floral Alphabet Letters ""J"" T-Shirt - T Shirt For Man",Male,Unknown,Unknown,Unknown,Unknown,125,33,3,Dhaka,www.daraz.com.bd/products/floral-alphabet-letters-j-t-shirt-t-shirt-for-man-i225828897.html,225828897,225828897_BD-1170749569,52.0,Medium,High,8.25
"BLACK COLOUR COTTON EXPORT QUALITY SMART LONG SLEEVE T- SHART FOF MEN,",Unknown,Black,Unknown,Cotton,Unknown,165,28,2,Dhaka,www.daraz.com.bd/products/-i267367074.html,267367074,267367074_BD-1239236610,34.0,Medium,Low,9.333333333333334
Men's T-Shirts Online: Buy T-Shirts For Men In Bangladesh â€“ Tshirt,Male,Unknown,Unknown,Unknown,Unknown,96,0,1,Dhaka,www.daraz.com.bd/products/-i340380067.html,340380067,340380067_BD-1668024546,52.0,Low,High,0.0
Black Colour Half Sleeve T-Shirt for Men,Male,Black,Half Sleeve,Unknown,Unknown,140,14,2,Dhaka,www.daraz.com.bd/products/-i344324133.html,344324133,344324133_BD-1680315644,44.0,Medium,Medium,4.666666666666667
Polo Ralph Lauren Round Neck T-Shirt for Men - T Shirt For Man - T Shirt For Man - T Shirt For Man - T Shirt - T Shirt For Man,Male,Unknown,Unknown,Unknown,Unknown,297,60,4,Dhaka,www.daraz.com.bd/products/polo-ralph-lauren-round-neck-t-shirt-for-men-t-shirt-for-man-t-shirt-for-man-t-shirt-for-man-t-shirt-t-shirt-for-man-i256287929.html,256287929,256287929_BD-1204582503,15.0,Premium,Low,12.0
White Full Sleeve Round Neck T-Shirt For Men - Tshirt For Men - T Shirt For Man - T Shirt For Man - T Sirt,Male,White,Full Sleeve,Unknown,Unknown,424,178,17,Dhaka,www.daraz.com.bd/products/-i121411962.html,121411962,121411962_BD-1041114439,63.0,Premium,Very High,9.88888888888889
Bangladesh Flag with Map Export Quality T-shirt,Unknown,Unknown,Unknown,Unknown,Unknown,300,104,5,Dhaka,www.daraz.com.bd/products/bangladesh-flag-with-map-export-quality-t-shirt-i298703209.html,298703209,298703209_BD-2034110642,0.0,Premium,Low,17.333333333333332
Solid Navy Blue Half Sleeve Menz Fashionable Tshirt,Unknown,Blue,Half Sleeve,Unknown,Unknown,84,13,1,Dhaka,www.daraz.com.bd/products/-i343699468.html,343699468,343699468_BD-1675862948,60.0,Low,Very High,6.5
Desing Digital printed Boys T-shirt/ Tshirt For Men/ T-shirt | Half Sleeve genji for man,Male,Unknown,Half Sleeve,Unknown,Unknown,96,46,3,Dhaka,www.daraz.com.bd/products/-i343874175.html,343874175,343874175_BD-1771990130,52.0,Low,High,11.5
New Exclusive Comfortable Jersey Half Sleeve Tshirt For Menz Fashion - T Shirt For Man - T Shirt Preferble - Low Hassle and Maintanance,Male,Unknown,Half Sleeve,Unknown,Unknown,85,22,1,Dhaka,www.daraz.com.bd/products/-i336069768.html,336069768,336069768_BD-1635860530,79.0,Low,Very High,11.0
Indispensable -Quality And Durablity -Bula jao Casual T-Shirt For Men - T Shirt For Man- Innovative Qualityful - Easy To care and Longive,Male,Unknown,Unknown,Unknown,Unknown,79,8,1,Dhaka,www.daraz.com.bd/products/-i339056852.html,339056852,339056852_BD-1660626190,20.0,Low,Low,4.0
MAROON COLOR SOLID LONG SLEEVE MENS T-SHIRT,Unknown,Unknown,Unknown,Unknown,Unknown,130,39,3,Dhaka,www.daraz.com.bd/products/-i326538198.html,326538198,326538198_BD-1575586012,57.0,Medium,High,9.75
Black Printed Summer Combo Half Sleeve Round Neck T-Shirt & Pant for Men - Comfortable and Stylish Wear,Male,Black,Half Sleeve,Unknown,Combo,237,261,33,Dhaka,www.daraz.com.bd/products/-i302767825.html,302767825,302767825_BD-1347523663,44.0,High,Medium,7.676470588235294
Japanese Cat Art White Poly Cotton T-Shirt,Unknown,White,Unknown,Cotton,Unknown,159,17,3,Dhaka,www.daraz.com.bd/products/japanese-cat-art-white-poly-cotton-t-shirt-i213104728.html,213104728,213104728_BD-1162498340,55.0,Medium,High,4.25
fashion  ladies  short sleeve  t-shirt,Female,Unknown,Short Sleeve,Unknown,Unknown,130,415,63,Rangpur,www.daraz.com.bd/products/-i230023654.html,230023654,230023654_BD-1173418460,48.0,Medium,Medium,6.484375
Combo T-shirt and 2 Quarter Pants for Man,Male,Unknown,Unknown,Unknown,Combo,347,11100,1102,Dhaka,www.daraz.com.bd/products/2-i241838644.html,241838644,241838644_BD-1185340105,23.0,Premium,Low,10.063463281958295
Premium T-shirt Fabric soft and comfortable ( Just Do it ) - T-Shirt,Unknown,Unknown,Unknown,Unknown,Unknown,225,822,115,Dhaka,www.daraz.com.bd/products/-i184812323.html,184812323,184812323_BD-1146461474,73.0,High,Very High,7.086206896551724
Ensemble Yourself - Highly Durable - Premium T-shirt Fabric soft and comfortable - Sustainable Choice - Understated Sophistication,Unknown,Unknown,Unknown,Unknown,Unknown,96,0,0,Dhaka,www.daraz.com.bd/products/-i339068148.html,339068148,339068148_BD-1660703912,52.0,Low,High,0.0
Ladies Short Sleeve Cotton & Polyestert-Shirt - T Shirt For Women,Female,Unknown,Short Sleeve,Cotton & Polyester,Unknown,145,33,4,Dhaka,www.daraz.com.bd/products/ladies-short-sleeve-cotton-polyestert-shirt-t-shirt-for-women-i229325541.html,229325541,229325541_BD-1172976666,42.0,Medium,Medium,6.6
Black Cotton short Sleeve t shirts for men- half sleeve round neck t shirt for men,Male,Black,Half Sleeve,Cotton,Unknown,143,15,2,Dhaka,www.daraz.com.bd/products/-i320895735.html,320895735,320895735_BD-1485934325,52.0,Medium,High,5.0
Black Cotton Combo T-Shirt & trouser Pant For Man-Black T-shirt and Pant for men - T Shirt,Male,Black,Unknown,Cotton,Combo,437,179,21,Dhaka,www.daraz.com.bd/products/black-cotton-combo-t-shirt-trouser-pant-for-man-black-t-shirt-and-pant-for-men-t-shirt-i299427873.html,299427873,299427873_BD-1329911544,27.0,Premium,Low,8.136363636363637
Amar Sonar Bangla -Tshirt For Men,Male,Unknown,Unknown,Unknown,Unknown,99,49,8,Dhaka,www.daraz.com.bd/products/-i294015711.html,294015711,294015711_BD-1303322071,50.0,Low,Medium,5.444444444444445
Mosjid design Best Quality Casual à¦—à§‡à¦žà§à¦œà¦¿ à¦›à§‡à¦²à§‡à¦¦à§‡à¦° new tshirt | Half Sleeve genji for man,Male,Unknown,Half Sleeve,Unknown,Unknown,96,16,5,Dhaka,www.daraz.com.bd/products/-i406508189.html,406508189,406508189_BD-2016126808,52.0,Low,High,2.6666666666666665
pera nai Premium Quality - stylish new T Shirt - Casual T Shirt For Men // T Shirt,Male,Unknown,Unknown,Unknown,Unknown,92,12,2,Dhaka,www.daraz.com.bd/products/-i342892543.html,342892543,342892543_BD-1672880908,46.0,Low,Medium,4.0
Best Quality Casual T-shirt's for men,Male,Unknown,Unknown,Unknown,Unknown,89,15,3,Dhaka,www.daraz.com.bd/products/-i324397257.html,324397257,324397257_BD-1552614761,56.0,Low,High,3.75
2024 Summer New Fashionable T-Shirt For Men [ High Quality Classical Tshirt ],Male,Unknown,Unknown,Unknown,Unknown,96,5,0,Dhaka,www.daraz.com.bd/products/2024-i410199650.html,410199650,410199650_BD-2028224519,52.0,Low,High,5.0
new best Online: Buy T-Shirts For Men In Bangladesh,Male,Unknown,Unknown,Unknown,Unknown,96,375,22,Dhaka,www.daraz.com.bd/products/-i362249765.html,362249765,362249765_BD-1787355355,52.0,Low,High,16.304347826086957
premium printed jersy t-shirt for man - Tshirt For Men,Male,Unknown,Unknown,Unknown,Unknown,92,190,13,Dhaka,www.daraz.com.bd/products/premium-printed-jersy-t-shirt-for-man-tshirt-for-men-i224959525.html,224959525,224959525_BD-1170429107,51.0,Low,High,13.571428571428571
New Stylist Printed  Cotton Half  Sleeve T Shirt For Men - T Shirt,Male,Unknown,Unknown,Cotton,Unknown,167,1500,81,Dhaka,www.daraz.com.bd/products/new-stylist-printed-cotton-half-sleeve-t-shirt-for-men-t-shirt-i177554485.html,177554485,177554485_BD-1117546091,33.0,Medium,Low,18.29268292682927
Printed Summer Cotton Half Sleeve T-Shirt and Pant Set for Men - Round Neck and Half Sleeve - Perfect for All Seasons - Stylish Outfit Combo,Male,Unknown,Half Sleeve,Cotton,Combo,238,488,36,Dhaka,www.daraz.com.bd/products/-i302767335.html,302767335,302767335_BD-1347500138,43.0,High,Medium,13.18918918918919
White & Black Color Cotton Long Sleeve Casual T-Shirt for Men - Stylish Comfort at Its Best,Male,Black,Unknown,Cotton,Unknown,129,1200,141,Dhaka,www.daraz.com.bd/products/-i154494317.html,154494317,154494317_BD-1303864212,57.0,Medium,High,8.450704225352112
Two Pieces Combo Set | BatMan Printed T-Shirt & Short Pant - Summer Casual Wear Half Hata T-Shirt & Half Pant for Men | OTAM,Male,Unknown,Unknown,Unknown,Combo,277,0,0,Dhaka,www.daraz.com.bd/products/-i324323223.html,324323223,324323223_BD-1552390460,45.0,Premium,Medium,0.0
New Jersey T-Shirt For Men,Male,Unknown,Unknown,Unknown,Unknown,89,11,2,Dhaka,www.daraz.com.bd/products/-i409236913.html,409236913,409236913_BD-2023599882,55.0,Low,High,3.6666666666666665
